"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed May 15 14:03:43 CST 2019","Wed May 15 14:03:44 CST 2019","1222","","test_webbaidu_onemodule","","","","test_soso",""
"passed","Wed May 15 14:03:45 CST 2019","Wed May 15 14:03:49 CST 2019","4009","","test_webbaidu_onemodule","","","","test_news",""
